TransactionID,Time,Amount,TransactionType,AccountBalance,Age,Location,PreviousFrauds,Fraud
83,51214,1598.94,In-store,33677.24,32,Rural,3,0
4508,50357,638.71,Online,25412.52,68,Suburban,0,0
2459,29806,1771.42,ATM Withdrawal,10331.43,60,Urban,1,0
3740,22601,3742.06,In-store,79757.59,77,Rural,1,0
3782,82612,4107.86,In-store,41427.26,72,Urban,2,0
2289,53420,2639.28,ATM Withdrawal,49267.33,55,Urban,0,0
424,78832,1130.94,Online,66719.98,59,Urban,2,0
4340,25963,4134.21,ATM Withdrawal,35461.78,61,Urban,0,1
1905,55409,2418.39,In-store,93406.14,38,Rural,4,0
4539,65206,394.23,Online,82975.49,49,Urban,3,0
3353,276,4558.04,In-store,62084.83,57,Rural,1,0
3103,71425,49.89,In-store,71289.35,53,Rural,4,0
1566,63888,3051.37,Online,89042.39,40,Suburban,2,0
3356,11944,3820.05,Online,30423.74,51,Suburban,0,0
840,6168,2730.07,In-store,17255.94,29,Suburban,1,0
501,61476,813.53,In-store,27354.98,67,Suburban,1,0
142,2693,2203.43,In-store,64606.46,20,Urban,2,0
1378,13919,3127.76,In-store,97382.81,34,Urban,4,0
3698,28328,4269.48,ATM Withdrawal,75251.72,63,Rural,1,0
2145,76559,4811.1,Online,53835.32,25,Rural,2,0
1139,52603,1007.12,In-store,17527.21,61,Suburban,3,0
2928,56307,3992.62,In-store,36585.17,35,Suburban,2,0
1788,77539,4991.0,Online,74488.68,66,Suburban,0,0
3485,43148,2044.56,In-store,71857.2,55,Suburban,2,0
551,23625,65.52,ATM Withdrawal,98732.67,26,Suburban,0,0
4907,44757,3433.18,ATM Withdrawal,25184.91,74,Urban,1,0
2020,18743,1722.2,ATM Withdrawal,67409.01,29,Rural,2,0
949,23930,2565.38,In-store,27510.81,23,Urban,0,0
2601,42821,269.43,Online,65626.14,60,Rural,3,0
533,5486,976.79,In-store,86344.02,78,Rural,0,0
1830,44738,4864.0,ATM Withdrawal,89922.3,23,Urban,1,0
2918,75948,3598.18,Online,15167.86,60,Urban,3,0
4419,34693,2912.42,Online,19401.13,60,Suburban,4,0
3872,75715,3895.25,In-store,29238.21,29,Urban,1,0
1603,22042,3753.24,Online,93844.04,40,Suburban,1,0
640,20159,2898.52,ATM Withdrawal,12156.66,62,Suburban,0,0
4833,66406,1647.2,In-store,52758.27,33,Urban,2,0
968,67728,3751.55,In-store,94694.91,54,Suburban,2,0
4238,81257,1503.14,In-store,23858.28,69,Urban,0,0
2698,30651,3769.09,In-store,56483.85,50,Suburban,0,0
1684,46167,1517.11,In-store,5995.15,71,Urban,3,0
4471,65133,1954.37,Online,41443.49,57,Urban,2,0
2343,28082,1011.2,Online,67260.12,39,Urban,4,0
156,66842,2099.82,In-store,49662.56,64,Rural,3,0
2488,19873,255.22,In-store,65360.47,49,Suburban,2,0
4642,15160,1891.99,Online,17955.25,61,Urban,1,0
1090,37148,4124.21,In-store,60358.56,48,Rural,0,0
2656,26928,378.59,ATM Withdrawal,97431.33,30,Rural,3,0
4241,11087,3614.99,Online,45737.86,46,Urban,2,0
289,19738,1439.87,Online,65214.83,67,Rural,2,0
931,235,4266.36,In-store,88273.18,27,Urban,4,0
2536,66077,1582.96,In-store,55538.79,38,Urban,2,0
4029,3765,1238.84,In-store,53916.15,73,Urban,1,0
3372,68899,1531.67,Online,64000.48,67,Urban,1,0
4622,5021,1835.6,ATM Withdrawal,43972.8,58,Rural,1,0
3292,1207,2609.19,In-store,6790.68,27,Rural,1,0
943,8007,1882.7,In-store,29761.56,37,Urban,0,0
3860,32252,644.61,In-store,96007.25,59,Rural,0,0
4663,2775,3736.83,In-store,48938.69,20,Urban,1,0
1699,6368,880.95,ATM Withdrawal,2907.36,66,Suburban,1,0
4709,59287,3820.42,Online,94852.43,51,Rural,1,0
3201,77362,663.21,ATM Withdrawal,3224.01,73,Suburban,3,0
4602,74102,1704.09,In-store,9388.5,71,Urban,2,0
4609,3255,3515.77,In-store,80661.03,24,Rural,2,0
986,25053,3912.72,Online,86692.01,38,Urban,3,0
3319,55220,4191.93,Online,70314.39,59,Rural,2,0
2868,41814,1316.14,ATM Withdrawal,95795.46,53,Suburban,0,0
4057,4117,3309.73,In-store,14954.02,66,Urban,0,0
4778,6901,2815.5,ATM Withdrawal,19774.42,40,Suburban,4,0
982,80910,4040.53,Online,91151.58,65,Suburban,1,0
2493,54341,3354.65,Online,31594.1,36,Suburban,3,0
3793,9256,4757.03,ATM Withdrawal,13571.15,30,Suburban,2,0
3549,74083,3308.29,Online,55000.38,37,Suburban,1,0
2943,11240,4434.32,In-store,92770.61,45,Urban,4,0
3528,29320,1284.15,ATM Withdrawal,46276.87,67,Urban,4,0
3846,77801,1737.09,Online,22157.72,31,Rural,3,0
1458,28831,4669.96,ATM Withdrawal,5836.61,45,Suburban,2,0
1396,3430,44.88,Online,39103.29,67,Suburban,0,0
265,77505,3840.26,ATM Withdrawal,18768.53,26,Rural,1,0
4096,60272,3054.69,Online,70658.25,26,Rural,4,0
930,12219,4475.39,ATM Withdrawal,53004.88,23,Suburban,4,0
4872,16061,3256.23,Online,97793.37,69,Rural,2,0
2693,78258,1099.19,In-store,41088.78,50,Rural,4,0
247,4499,2728.37,ATM Withdrawal,87892.22,33,Rural,0,0
3590,3866,2573.83,Online,18472.66,25,Urban,3,0
1759,75717,2443.22,In-store,16091.56,71,Urban,0,0
4866,54200,2767.9,In-store,52373.48,47,Suburban,0,0
2811,77275,1250.19,Online,43438.76,36,Suburban,3,0
924,19216,2256.88,Online,23386.1,59,Rural,1,0
2881,50939,3647.35,ATM Withdrawal,18207.7,74,Rural,4,0
269,38467,3327.16,Online,12366.71,74,Rural,4,0
670,62680,974.67,In-store,61187.98,26,Suburban,2,0
4476,43395,1236.78,ATM Withdrawal,57223.82,64,Suburban,1,0
1911,50138,3768.85,ATM Withdrawal,33101.47,40,Rural,3,0
2986,26649,4862.64,ATM Withdrawal,95096.06,24,Urban,1,1
1153,68836,3457.39,In-store,6336.28,73,Urban,2,0
4818,86124,4637.66,In-store,8014.73,18,Suburban,3,0
3456,46154,4438.15,Online,29707.12,72,Urban,0,0
4242,30816,1031.78,Online,13420.91,51,Urban,0,0
4550,10922,2793.55,Online,57733.4,69,Rural,2,0
2173,76957,4901.33,ATM Withdrawal,72437.31,50,Rural,4,0
4516,14908,2604.85,Online,68672.45,66,Rural,4,0
1916,31890,4163.64,In-store,46581.33,35,Rural,4,0
613,13843,4513.92,ATM Withdrawal,72709.18,63,Urban,4,0
2407,46804,1206.08,ATM Withdrawal,75477.48,55,Urban,3,0
4206,56704,1549.34,Online,75008.94,72,Urban,4,0
1899,23196,1050.38,ATM Withdrawal,44978.79,48,Suburban,1,0
1650,68760,2026.14,Online,83744.4,60,Urban,4,0
2608,67155,2542.27,ATM Withdrawal,84226.65,31,Rural,0,0
259,38360,846.14,ATM Withdrawal,53866.22,77,Rural,4,0
848,12910,1641.47,In-store,31135.78,47,Rural,4,0
4252,16322,298.34,Online,47571.37,30,Urban,2,0
1234,51226,3945.33,In-store,23339.89,52,Rural,1,0
1128,11485,2852.48,Online,98644.01,54,Suburban,1,0
1968,4760,35.2,Online,18676.61,48,Urban,0,0
559,50343,947.23,In-store,73318.93,59,Suburban,4,0
3906,78077,3698.37,Online,69575.77,40,Suburban,1,0
485,60692,1.93,ATM Withdrawal,4094.61,68,Rural,1,0
1321,62552,1966.91,ATM Withdrawal,6563.56,61,Suburban,0,0
3405,80807,1574.71,In-store,94454.03,48,Rural,0,0
8,44131,494.59,Online,73698.57,33,Rural,4,0
3280,24842,2780.0,ATM Withdrawal,79136.85,20,Suburban,3,0
3190,5744,4252.3,In-store,63923.89,44,Urban,3,0
1451,26172,84.29,ATM Withdrawal,97261.04,59,Rural,3,0
3981,39194,2797.82,Online,1507.23,31,Urban,2,0
1815,35133,1691.82,ATM Withdrawal,91725.83,51,Urban,4,0
774,58243,1664.57,Online,24468.86,65,Rural,1,0
1012,14382,2685.67,ATM Withdrawal,43452.27,35,Suburban,2,0
2819,26475,146.59,In-store,24257.77,61,Urban,4,0
3276,35428,1364.7,ATM Withdrawal,4447.67,21,Urban,2,0
1992,36914,19.51,In-store,24914.82,30,Urban,1,0
1278,1524,4280.15,Online,47736.6,59,Urban,3,1
1784,25849,2320.54,In-store,41637.96,27,Urban,0,0
3106,51649,4272.42,In-store,80988.72,37,Urban,1,0
447,27663,679.31,Online,53423.62,35,Rural,3,0
881,76323,2009.56,ATM Withdrawal,74677.92,45,Urban,0,0
4460,28453,509.67,ATM Withdrawal,4567.72,22,Suburban,2,0
782,23954,3679.85,Online,91819.32,69,Urban,4,0
1750,31890,4331.05,In-store,25370.75,75,Rural,1,0
3389,48511,661.04,In-store,85434.22,71,Suburban,1,0
4882,45397,2426.17,Online,19093.58,75,Urban,3,0
884,16389,2386.52,In-store,24285.69,33,Rural,2,0
2945,32762,3728.92,ATM Withdrawal,55513.71,62,Rural,1,0
1092,19097,2760.13,In-store,72674.51,25,Rural,0,0
4784,63293,4827.09,Online,50834.22,49,Rural,0,0
532,60921,1535.55,In-store,38062.74,73,Urban,1,0
4023,26049,4003.52,In-store,1410.36,43,Urban,3,0
4422,76502,3418.28,Online,243.2,26,Rural,3,0
4099,82736,2179.24,Online,96196.28,47,Rural,3,0
1728,13629,623.94,ATM Withdrawal,4529.99,31,Rural,1,0
611,21732,3889.28,In-store,82958.41,78,Suburban,2,0
571,57854,4676.96,ATM Withdrawal,64077.02,49,Urban,4,0
2672,62032,3020.0,Online,6260.45,71,Urban,3,0
3719,24820,2518.6,Online,93651.99,34,Urban,2,0
344,49689,3924.06,In-store,2631.23,27,Suburban,0,0
3001,193,2941.13,Online,12076.42,37,Rural,2,0
3140,7461,2656.47,Online,61568.59,41,Urban,2,0
435,23049,334.4,In-store,36995.16,54,Rural,1,0
1904,15577,241.35,In-store,10094.32,71,Urban,0,0
3805,2871,3380.29,Online,13714.1,35,Urban,1,0
4777,29932,4964.16,In-store,76605.97,28,Urban,1,0
2070,57784,864.61,Online,95716.71,46,Rural,4,0
1538,75418,2736.98,In-store,88541.38,51,Suburban,1,0
2253,23312,4804.19,In-store,76191.46,68,Suburban,3,0
2347,44857,4326.61,ATM Withdrawal,10618.76,57,Urban,3,0
1518,63620,944.78,Online,31978.09,34,Urban,4,0
966,9184,541.04,In-store,1918.14,36,Rural,4,0
4407,32172,4954.94,ATM Withdrawal,52790.04,49,Urban,4,0
529,64895,3957.26,In-store,21920.47,65,Urban,0,0
177,52733,1400.18,In-store,46096.64,50,Urban,0,0
3483,5571,1629.57,In-store,84216.58,24,Urban,2,0
2544,5469,1800.6,Online,93279.95,22,Urban,2,0
4936,3358,3713.86,In-store,82143.32,47,Rural,2,1
573,37080,2227.49,Online,9332.87,36,Suburban,2,0
2300,25121,1452.52,In-store,88644.53,32,Urban,3,0
3509,22005,4638.45,ATM Withdrawal,40196.61,71,Urban,4,0
2460,41321,2097.99,Online,30302.44,37,Rural,4,0
3610,55668,122.01,ATM Withdrawal,41730.24,59,Urban,3,0
4555,84178,634.44,In-store,15098.37,69,Rural,1,0
2209,71308,72.85,Online,69664.96,27,Urban,3,0
4721,10345,112.34,Online,88033.54,78,Suburban,4,0
2756,21038,1102.97,In-store,39672.58,29,Suburban,3,0
384,73523,4061.48,Online,91558.54,55,Rural,2,0
853,72274,1530.93,In-store,92063.36,35,Rural,4,0
1881,61212,387.98,ATM Withdrawal,17758.35,43,Rural,0,0
371,80135,1441.97,ATM Withdrawal,27116.37,61,Suburban,1,0
2379,46857,3728.4,Online,1353.57,48,Urban,2,0
4324,50940,3815.2,Online,85590.22,49,Urban,0,0
1106,75520,1891.74,ATM Withdrawal,63303.36,20,Suburban,4,0
3414,68487,3787.37,ATM Withdrawal,77438.26,61,Rural,2,0
3947,41520,4641.75,ATM Withdrawal,70981.85,44,Suburban,3,0
1337,80559,4241.06,Online,57269.55,65,Suburban,2,0
2190,55249,1708.01,ATM Withdrawal,66339.08,38,Rural,1,0
4595,61169,3038.94,Online,18422.61,78,Urban,0,0
2320,6172,4091.68,In-store,36455.57,56,Suburban,3,0
4706,66983,1583.19,In-store,14217.37,65,Suburban,3,0
3711,30873,4418.93,In-store,41047.08,35,Suburban,3,1
4849,43391,1727.96,ATM Withdrawal,24678.92,48,Rural,1,0
1172,4425,3724.38,Online,11620.37,63,Rural,3,0
4326,40142,4772.03,In-store,58168.08,61,Urban,3,0
2695,69286,3982.46,Online,51323.44,20,Urban,4,0
1423,48280,4772.81,ATM Withdrawal,48441.96,55,Rural,1,0
2342,7788,2640.81,In-store,4915.4,61,Rural,1,0
2652,20644,905.19,In-store,40302.83,31,Suburban,4,0
4156,43326,187.73,In-store,25435.84,53,Suburban,0,1
1465,60504,4284.32,In-store,88519.08,51,Urban,0,0
875,13918,1089.34,ATM Withdrawal,76378.77,43,Urban,2,0
3340,68026,54.98,In-store,9019.18,39,Urban,2,0
4341,43954,2975.17,In-store,72479.75,67,Rural,4,0
1252,11555,3959.66,ATM Withdrawal,55415.1,57,Suburban,0,0
2349,48355,3637.95,ATM Withdrawal,18766.22,36,Suburban,1,0
841,7561,4631.1,In-store,6620.47,35,Urban,0,0
4569,79768,3656.37,In-store,19635.28,77,Rural,3,0
582,15485,4098.23,Online,2172.06,58,Rural,0,0
205,51663,1588.46,Online,65065.69,77,Urban,2,0
1642,82879,3556.09,In-store,29772.32,42,Suburban,1,0
2015,48713,1184.75,ATM Withdrawal,84065.2,63,Urban,4,0
906,42533,662.31,ATM Withdrawal,83458.84,28,Rural,0,0
632,9337,1430.22,ATM Withdrawal,82074.09,63,Urban,3,0
3365,10503,2858.57,Online,64806.36,26,Rural,1,0
1975,11563,1118.84,ATM Withdrawal,74999.3,43,Rural,2,0
163,5530,3986.26,ATM Withdrawal,46906.95,59,Urban,1,0
3173,84526,1215.48,Online,27968.65,44,Suburban,0,0
3613,52870,401.37,In-store,96277.42,62,Rural,0,0
4676,46172,4590.13,Online,53109.81,56,Suburban,3,0
618,52638,2271.94,In-store,51452.87,78,Suburban,2,0
4069,19233,4332.27,In-store,59359.86,69,Suburban,0,0
1432,64754,3704.61,Online,28630.21,37,Urban,4,0
548,6801,3090.04,In-store,21478.6,55,Rural,0,0
3335,15072,3442.32,In-store,88237.09,70,Rural,2,0
4547,71196,1055.43,In-store,72961.62,67,Urban,0,0
4224,77243,1727.37,In-store,94643.55,44,Rural,3,0
2388,9503,2250.87,ATM Withdrawal,70186.2,59,Urban,0,0
4244,136,1682.97,ATM Withdrawal,73488.74,34,Rural,3,0
3996,19477,4618.79,Online,30685.31,52,Rural,0,0
4066,26990,3401.51,ATM Withdrawal,26425.79,56,Suburban,2,0
1862,47614,548.35,ATM Withdrawal,59886.33,46,Suburban,3,0
641,47605,112.07,ATM Withdrawal,62817.08,28,Urban,1,0
3903,3273,863.06,In-store,73656.87,75,Rural,3,0
638,27355,2068.98,Online,20713.25,63,Urban,2,0
4263,5520,2285.24,Online,30334.31,34,Suburban,1,0
3911,12297,3595.23,ATM Withdrawal,34249.36,76,Suburban,3,0
2987,82325,2720.61,ATM Withdrawal,20790.64,62,Urban,0,0
2097,72240,2988.56,In-store,83779.94,68,Suburban,2,0
4612,19404,4781.27,ATM Withdrawal,74518.13,39,Suburban,0,0
3076,81348,3012.6,Online,29349.66,68,Rural,4,0
3675,27076,3385.21,ATM Withdrawal,71131.17,30,Rural,1,0
2842,76975,1529.2,ATM Withdrawal,51129.84,63,Suburban,0,0
922,1342,1984.38,Online,70775.45,31,Suburban,4,0
547,74460,3929.84,In-store,75186.48,72,Suburban,2,0
3667,47562,3860.68,Online,17521.39,64,Suburban,4,0
1901,37380,3873.09,Online,55234.93,57,Urban,2,0
2029,42668,1997.76,In-store,12749.32,38,Rural,1,0
2302,33361,1493.17,In-store,83655.47,49,Rural,2,0
1886,68785,1612.3,ATM Withdrawal,16482.4,36,Suburban,0,0
1643,38827,34.98,Online,76876.96,44,Suburban,3,0
3510,54575,4749.2,Online,3828.13,79,Rural,4,0
4810,42933,3987.91,Online,78481.95,75,Suburban,2,0
2098,64315,3694.91,ATM Withdrawal,88323.12,45,Rural,3,0
4358,77535,1553.57,ATM Withdrawal,49311.71,29,Urban,1,0
3789,24729,4161.36,In-store,4870.42,42,Suburban,2,0
4495,19259,669.67,ATM Withdrawal,78908.12,40,Urban,2,0
4968,20354,3087.7,Online,9149.74,74,Urban,4,0
837,47915,412.95,In-store,5340.8,68,Suburban,1,0
602,33591,37.66,Online,76307.06,75,Urban,0,0
2185,6721,2601.64,Online,12416.31,51,Urban,2,0
3866,77116,1065.26,ATM Withdrawal,8200.33,67,Urban,2,0
2482,19033,4414.23,ATM Withdrawal,14168.83,74,Rural,2,0
4308,70463,2652.84,In-store,34675.79,47,Suburban,0,0
1583,27082,296.19,ATM Withdrawal,17010.24,66,Urban,2,0
4267,44049,3720.89,Online,26681.32,34,Urban,4,0
2534,42092,2419.77,ATM Withdrawal,88048.93,70,Rural,2,1
2726,29118,180.79,In-store,74133.77,77,Suburban,0,0
1071,40738,4145.92,In-store,84457.86,71,Rural,3,0
1776,78339,4847.49,In-store,33532.26,57,Rural,0,0
4809,336,3880.11,Online,62730.49,19,Urban,0,0
1284,60,1939.78,Online,38457.62,63,Urban,4,0
3051,68648,4811.02,ATM Withdrawal,56089.49,54,Suburban,2,0
4754,35303,1950.69,Online,61946.95,64,Suburban,4,0
1837,42240,687.0,ATM Withdrawal,4115.85,50,Suburban,2,0
4243,23408,1250.02,In-store,52382.51,24,Urban,4,0
1020,77834,4579.12,In-store,29981.7,28,Suburban,2,0
4134,54318,3662.47,ATM Withdrawal,74271.28,20,Urban,4,0
1327,12182,3086.48,In-store,5294.14,66,Urban,3,0
476,20358,831.1,In-store,82658.85,36,Urban,0,0
4272,70269,2195.77,ATM Withdrawal,60830.1,34,Suburban,3,0
1652,11536,4249.88,ATM Withdrawal,99369.55,74,Rural,3,0
3999,85988,3153.17,In-store,96425.81,72,Rural,0,0
4468,47788,1800.21,In-store,47176.58,25,Rural,3,0
2611,45603,4166.13,ATM Withdrawal,49219.61,35,Suburban,4,0
2477,31656,1943.77,Online,6758.51,71,Rural,3,0
2584,70553,4530.19,Online,27507.3,26,Suburban,3,0
1374,29430,2382.14,Online,50933.2,41,Urban,2,0
740,6941,3210.79,ATM Withdrawal,50207.71,77,Suburban,2,0
3619,27606,643.77,ATM Withdrawal,69478.53,25,Urban,2,0
2441,46486,77.54,In-store,11273.41,51,Suburban,2,0
868,1605,410.75,Online,99470.45,39,Urban,4,0
1141,26399,575.42,In-store,37613.25,70,Rural,0,0
998,19029,344.17,Online,23660.02,55,Rural,4,0
1338,73543,3426.19,In-store,19291.55,57,Rural,3,0
542,21689,2113.86,In-store,88782.15,29,Rural,1,0
1100,52853,2630.89,Online,52971.58,71,Rural,3,0
1133,52487,1412.56,In-store,41918.84,55,Suburban,0,0
4065,61842,659.59,In-store,61075.14,40,Rural,4,0
2716,72055,1943.99,ATM Withdrawal,21036.89,31,Urban,1,0
2259,12411,3815.99,Online,64616.51,42,Rural,0,0
4751,59174,3109.95,In-store,85167.93,33,Suburban,0,0
60,52995,3396.32,In-store,50306.44,60,Suburban,4,0
2884,10449,4041.98,ATM Withdrawal,54344.54,20,Rural,3,0
1939,64965,356.12,ATM Withdrawal,44261.86,52,Rural,0,0
2577,53072,2234.47,ATM Withdrawal,95704.99,51,Urban,4,0
4937,76524,4232.96,In-store,54023.47,77,Urban,4,0
1079,57761,2251.96,In-store,69653.44,41,Urban,3,0
3250,75250,3084.81,In-store,52272.83,79,Rural,1,0
3128,34624,1781.95,ATM Withdrawal,79536.31,53,Urban,4,0
2489,40372,4317.92,In-store,31476.33,41,Rural,4,0
941,43925,1298.76,Online,85644.39,47,Rural,4,0
1081,6783,3728.84,In-store,11945.49,57,Suburban,4,0
188,50859,1569.22,In-store,65497.74,67,Rural,1,0
2635,18681,948.41,Online,83009.24,51,Urban,4,0
2086,31007,3732.35,ATM Withdrawal,69009.82,30,Rural,1,0
2250,41568,510.36,ATM Withdrawal,80901.43,51,Rural,4,0
4891,58160,128.34,Online,30342.21,68,Suburban,0,0
2024,24611,1066.81,ATM Withdrawal,33324.09,18,Rural,2,0
3540,23554,600.49,ATM Withdrawal,20205.19,32,Suburban,3,0
4049,45833,921.92,ATM Withdrawal,34848.0,50,Urban,0,0
3607,6155,3095.06,In-store,42619.59,31,Suburban,4,0
227,21918,3669.79,Online,42117.0,18,Rural,0,0
4848,47574,3999.01,Online,61956.46,46,Suburban,0,0
1930,72460,4736.55,In-store,27598.26,25,Urban,4,0
3056,81554,4675.86,In-store,56336.83,72,Urban,3,0
4490,80764,2401.15,Online,22908.21,20,Rural,3,0
1405,34801,4884.85,In-store,71757.34,36,Suburban,4,0
2180,31750,3119.09,ATM Withdrawal,80977.17,62,Urban,0,0
698,56397,3503.93,In-store,45896.74,74,Suburban,0,0
1125,6645,4061.82,In-store,68511.06,27,Rural,1,0
3362,56622,3871.48,In-store,58975.92,53,Rural,2,0
4136,21869,3398.95,In-store,52384.88,74,Suburban,3,0
1779,39063,2861.29,ATM Withdrawal,21380.01,20,Rural,1,0
2859,10487,3048.84,In-store,15452.25,51,Urban,2,0
1038,80879,2512.83,In-store,96114.28,20,Suburban,0,0
4457,7485,2214.38,Online,70531.62,24,Rural,4,0
2257,41779,1371.55,Online,98353.7,62,Suburban,3,0
314,45236,918.08,Online,56019.87,59,Rural,3,0
2282,5542,2771.38,In-store,49338.3,79,Urban,1,0
1417,37573,163.22,Online,61951.24,78,Suburban,0,0
1037,37219,4182.27,Online,55390.8,76,Urban,1,0
2160,18073,4228.36,Online,42855.82,40,Urban,4,0
4164,82409,3239.46,ATM Withdrawal,88273.57,50,Rural,1,0
1755,28380,4995.25,ATM Withdrawal,4919.59,79,Suburban,3,0
3113,64200,2553.9,In-store,61100.81,20,Suburban,1,0
2814,645,3475.9,In-store,87253.73,28,Suburban,1,0
2699,70202,3110.42,ATM Withdrawal,88678.31,59,Urban,0,0
3208,22052,4387.16,ATM Withdrawal,62862.83,25,Urban,1,0
4351,37405,162.58,Online,95201.57,31,Urban,0,0
3432,38333,4717.82,In-store,44429.16,56,Rural,2,0
1507,67675,1274.49,Online,49976.64,67,Rural,2,0
1924,36059,278.17,In-store,89668.48,32,Urban,3,0
449,57679,374.12,In-store,23445.7,18,Urban,4,0
4129,62956,1462.22,In-store,82548.98,43,Suburban,4,0
2529,68926,68.55,ATM Withdrawal,19984.53,69,Urban,2,0
4970,28820,2404.14,Online,717.68,44,Rural,2,0
2790,54400,3280.35,Online,58237.84,20,Suburban,4,0
362,50300,637.72,In-store,66791.64,41,Rural,2,0
2184,24226,697.37,Online,86394.61,37,Rural,2,0
1135,40806,4383.19,In-store,93237.34,50,Urban,4,0
3881,51001,782.98,In-store,40429.27,67,Urban,0,0
2156,84416,1104.27,Online,53410.2,34,Suburban,0,0
1831,33397,4915.34,In-store,33876.85,77,Suburban,4,0
1054,76589,2056.61,In-store,8193.39,37,Suburban,3,0
23,28693,2806.72,In-store,80329.15,36,Rural,4,0
2067,57993,1386.44,Online,40478.79,52,Urban,2,0
1654,79083,2480.72,ATM Withdrawal,61366.0,52,Rural,4,0
2588,22436,4004.21,Online,53534.31,24,Suburban,4,0
3211,8036,1845.57,Online,66999.15,35,Rural,3,0
4303,65774,1807.97,In-store,32751.99,32,Suburban,2,0
4037,25991,1813.19,ATM Withdrawal,98687.48,42,Suburban,0,0
2326,51399,1409.7,In-store,62630.92,62,Suburban,2,0
461,38304,1515.78,In-store,57617.39,73,Urban,2,0
1068,57545,580.0,ATM Withdrawal,90445.0,63,Suburban,0,0
88,62592,3750.39,In-store,85036.08,25,Suburban,2,0
1431,41844,4252.67,ATM Withdrawal,61265.3,26,Suburban,4,0
2648,77465,3650.92,In-store,53747.03,72,Suburban,3,0
283,79909,3260.81,In-store,26582.63,57,Rural,2,1
463,82986,3140.97,Online,12742.98,42,Urban,4,0
213,2911,1399.45,In-store,95507.32,31,Suburban,4,0
2500,23705,3034.36,Online,1857.49,26,Rural,3,0
1369,74859,960.59,ATM Withdrawal,19953.79,28,Urban,4,0
235,2049,4014.45,ATM Withdrawal,86863.59,40,Urban,1,0
2771,282,3718.27,In-store,29161.59,49,Suburban,0,0
598,61629,4417.94,Online,8438.85,37,Suburban,0,0
4421,77241,2835.49,ATM Withdrawal,10523.07,22,Urban,1,0
2251,46851,80.59,ATM Withdrawal,57119.15,39,Suburban,4,0
4032,75277,1196.88,Online,21839.64,33,Rural,3,0
2284,22740,4672.77,In-store,18404.75,38,Rural,2,0
663,1015,4808.12,In-store,76530.35,26,Rural,1,0
4964,67766,1411.5,ATM Withdrawal,61556.02,48,Suburban,3,0
2286,56532,4588.95,In-store,34541.54,76,Rural,4,0
4717,51934,1438.46,ATM Withdrawal,70897.6,73,Rural,4,0
3194,42359,2885.74,ATM Withdrawal,32625.13,52,Suburban,2,0
2504,2023,2544.92,Online,95049.14,51,Suburban,0,0
4044,62120,2705.39,In-store,68635.37,61,Urban,4,0
780,28732,4080.58,Online,64595.85,55,Suburban,0,0
4020,31802,3404.91,In-store,64779.47,57,Rural,2,0
3427,61202,1467.45,Online,95440.1,21,Urban,4,0
4307,28916,2240.27,In-store,16485.77,54,Rural,3,0
3197,7597,1463.28,ATM Withdrawal,43242.1,53,Urban,0,0
4836,34524,4514.48,Online,49522.88,45,Suburban,0,0
686,60100,3164.38,Online,14970.79,35,Rural,2,0
3170,68803,3554.76,In-store,54301.07,30,Urban,4,0
3927,7263,3979.14,ATM Withdrawal,25748.73,25,Suburban,1,0
3435,25235,357.22,ATM Withdrawal,10091.24,71,Suburban,1,0
2172,34594,2040.28,ATM Withdrawal,52569.3,46,Suburban,1,0
3690,77227,4165.2,In-store,86293.72,68,Rural,2,0
1851,79671,2913.09,Online,20222.15,48,Rural,1,0
488,18888,2287.76,ATM Withdrawal,7977.02,39,Suburban,2,0
1689,38559,458.35,Online,839.61,79,Rural,0,0
2231,71966,1331.89,ATM Withdrawal,1339.73,22,Suburban,4,0
3265,20219,90.92,Online,43726.99,72,Urban,4,0
2321,42080,3416.95,In-store,6248.11,19,Suburban,1,0
783,57108,1042.79,ATM Withdrawal,24926.52,34,Suburban,0,0
522,24466,3072.39,In-store,43565.58,52,Rural,4,0
523,36939,2618.79,ATM Withdrawal,53584.56,44,Urban,0,0
2838,29009,3314.27,In-store,14650.64,43,Rural,0,0
4540,36607,860.2,Online,55203.61,75,Urban,1,0
2399,38714,4412.16,Online,91963.93,18,Urban,0,0
2208,50200,3507.12,ATM Withdrawal,84544.28,56,Rural,0,0
3478,19008,1270.9,In-store,42891.4,33,Urban,1,0
3553,73016,2768.84,In-store,29168.45,40,Rural,2,0
4088,15438,915.49,ATM Withdrawal,93814.13,61,Rural,4,0
2823,46305,2753.9,ATM Withdrawal,60772.48,24,Urban,4,0
1512,26292,4807.11,Online,28489.38,28,Suburban,1,0
1883,56503,1717.16,Online,54057.66,46,Rural,1,0
652,56178,1039.71,Online,60106.66,70,Urban,3,0
4931,20389,1073.98,In-store,4584.35,71,Urban,2,0
3090,82909,1532.69,ATM Withdrawal,52556.28,79,Rural,4,0
370,68027,3224.87,In-store,37470.67,73,Urban,1,0
4998,68309,1696.48,Online,5116.57,60,Rural,3,0
119,52992,3290.62,In-store,99024.76,45,Suburban,0,1
3321,21083,1377.87,Online,37765.93,21,Urban,2,0
3035,16724,3332.96,Online,8581.02,28,Suburban,3,0
2217,11871,3336.99,ATM Withdrawal,44426.71,19,Suburban,3,0
3543,58283,1163.61,Online,98581.81,62,Suburban,2,0
1614,32196,1221.49,In-store,14671.33,32,Suburban,0,0
3152,84162,4309.51,In-store,89438.84,42,Suburban,2,0
